CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,15:39:34 - March 24 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
16:01:14 03/24/25,54,54,54,54,54,54,,,40,66,38,4649.99,,40,66,47,4649.99,,40,66,27,4649.99,,40,66,60,4649.99,,40,66,24,4649.99,,40,66,54,4649.99,65.2,
16:01:24 03/24/25,54,54,54,54,54,54,,,40,66,38,4649.99,,40,66,44,4649.99,,40,66,29,4649.99,,40,66,65,4649.99,,40,66,26,4649.99,,40,66,56,4649.99,65.1,
16:01:34 03/24/25,54,54,54,54,54,54,,,40,66,34,4649.99,,40,66,31,4649.99,,40,66,20,4649.99,,40,66,51,4649.99,,40,66,19,4649.99,,40,66,46,4649.99,63.6,
16:01:44 03/24/25,54,54,54,54,54,54,,,40,66,43,4649.99,,40,66,44,4649.99,,40,66,30,4649.99,,40,66,62,4649.99,,40,66,28,4649.99,,40,66,57,4649.99,65.0,
16:01:54 03/24/25,54,54,54,54,54,54,,,40,66,46,4649.99,,40,66,42,4649.99,,40,66,31,4649.99,,40,66,63,4649.99,,40,66,25,4649.99,,40,66,45,4649.99,64.5,
16:02:04 03/24/25,54,54,54,54,54,54,,,40,66,33,4649.99,,40,66,38,4649.99,,40,66,25,4649.99,,40,66,44,4649.99,,40,66,24,4649.99,,40,66,46,4649.99,65.1,
16:02:14 03/24/25,54,54,54,54,54,54,,,40,66,29,4649.99,,40,66,33,4649.99,,40,66,17,4649.99,,40,66,46,4649.99,,40,66,14,4649.99,,40,66,42,4649.99,65.2,
16:02:24 03/24/25,54,54,54,54,54,54,,,40,66,39,4649.99,,40,66,44,4649.99,,40,66,24,4649.99,,40,66,54,4649.99,,40,66,22,4649.99,,40,66,50,4649.99,65.1,
16:02:34 03/24/25,53,53,53,53,53,53,,,40,66,43,4649.99,,40,66,46,4649.99,,40,66,32,4649.99,,40,66,64,4649.99,,40,66,33,4649.99,,40,66,56,4649.99,63.1,
16:02:44 03/24/25,54,54,54,54,54,54,,,40,66,32,4649.99,,40,66,34,4649.99,,40,66,18,4649.99,,40,66,47,4649.99,,40,66,12,4649.99,,40,66,44,4649.99,65.1,
16:02:54 03/24/25,54,54,54,54,54,54,,,40,66,36,4649.99,,40,66,42,4649.99,,40,66,29,4649.99,,40,66,51,4649.99,,40,66,23,4649.99,,40,66,49,4649.99,65.2,
16:03:04 03/24/25,54,54,54,54,54,54,,,40,66,37,4649.99,,40,66,42,4649.99,,40,66,33,4649.99,,40,66,56,4649.99,,40,66,21,4649.99,,40,66,58,4649.99,65.4,
16:03:14 03/24/25,55,55,55,55,55,55,,,40,66,32,4649.99,,40,66,33,4649.99,,40,66,25,4649.99,,40,66,43,4649.99,,40,66,27,4649.99,,40,66,36,4649.99,60.6,
16:03:24 03/24/25,49,49,49,49,49,49,,,40,66,2,4649.99,,40,66,4,4649.99,,40,66,0,4649.99,,40,66,39,4649.99,,40,66,0,4649.99,,40,66,12,4649.99,46.6,
16:03:34 03/24/25,46,46,46,46,46,46,,,40,66,3,4649.99,,40,66,1,4649.99,,40,66,0,4649.99,,40,66,37,4649.99,,40,66,0,4649.99,,40,66,17,4649.99,46.7,
16:03:44 03/24/25,48,48,48,48,48,48,,,40,66,3,4649.99,,40,66,18,4649.99,,40,66,0,4649.99,,40,66,5,4649.99,,40,66,0,4649.99,,40,66,2,4649.99,45.0,
16:03:54 03/24/25,46,46,46,46,46,46,,,40,66,1,4649.99,,40,66,1,4649.99,,40,66,1,4649.99,,40,66,4,4649.99,,40,66,1,4649.99,,40,66,1,4649.99,40.2,
16:04:04 03/24/25,42,42,42,42,42,42,,,40,66,0,4649.99,,40,66,2,4649.99,,40,66,1,4649.99,,40,66,2,4649.99,,40,66,2,4649.99,,40,66,4,4649.99,40.2,
16:04:14 03/24/25,41,41,41,41,41,41,,,40,66,3,4649.99,,40,66,2,4649.99,,40,66,3,4649.99,,40,66,6,4649.99,,40,66,3,4649.99,,40,66,4,4649.99,41.7,
16:04:24 03/24/25,40,40,40,40,40,40,,,40,66,0,4649.99,,40,66,0,4649.99,,40,66,0,4649.99,,40,66,2,4649.99,,40,66,0,4649.99,,40,66,0,4649.99,40.2,
16:04:34 03/24/25,40,40,40,40,40,40,,,40,66,0,4649.99,,40,66,1,4649.99,,40,66,0,4649.99,,40,66,2,4649.99,,40,66,0,4649.99,,40,66,1,4649.99,40.2,
16:04:44 03/24/25,40,40,40,40,40,40,,,40,66,6,4649.99,,40,66,2,4649.99,,40,66,2,4649.99,,40,66,2,4649.99,,40,66,1,4649.99,,40,66,4,4649.99,40.2,
16:04:54 03/24/25,40,40,40,40,40,40,,,40,66,0,4649.99,,40,66,0,4649.99,,40,66,0,4649.99,,40,66,1,4649.99,,40,66,1,4649.99,,40,66,0,4649.99,40.1,
16:05:04 03/24/25,39,39,39,39,39,39,,,39,66,4,4649.99,,39,66,0,4649.99,,39,66,0,4649.99,,39,66,1,4649.99,,39,66,0,4649.99,,39,66,2,4649.99,40.2,
16:05:14 03/24/25,39,39,39,39,39,39,,,39,66,2,4649.99,,39,66,2,4649.99,,39,66,2,4649.99,,39,66,4,4649.99,,39,66,1,4649.99,,39,66,5,4649.99,40.2,
16:05:24 03/24/25,39,39,39,39,39,39,,,39,66,2,4649.99,,39,66,0,4649.99,,39,66,0,4649.99,,39,66,5,4649.99,,39,66,0,4649.99,,39,66,3,4649.99,40.2,
16:05:34 03/24/25,39,39,39,39,39,39,,,38,66,2,4649.99,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,3,4649.99,40.1,
16:05:44 03/24/25,41,41,41,41,41,41,,,38,66,0,4649.99,,38,66,1,4649.99,,38,66,0,4649.99,,38,66,3,4649.99,,38,66,0,4649.99,,38,66,1,4649.99,40.2,
16:05:54 03/24/25,44,44,44,44,44,44,,,38,66,5,4649.99,,38,66,1,4649.99,,38,66,2,4649.99,,38,66,3,4649.99,,38,66,1,4649.99,,38,66,2,4649.99,40.3,
16:06:04 03/24/25,42,42,42,42,42,42,,,38,66,0,4649.99,,38,66,0,4649.99,,38,66,0,4649.99,,38,66,3,4649.99,,38,66,0,4649.99,,38,66,0,4649.99,40.2,
16:06:14 03/24/25,39,39,39,39,39,39,,,38,66,3,4649.99,,38,66,3,4649.99,,38,66,4,4649.99,,38,66,6,4649.99,,38,66,1,4649.99,,38,66,6,4649.99,40.2,
16:06:24 03/24/25,38,38,38,38,38,38,,,38,66,0,4649.99,,38,66,0,4649.99,,38,66,0,4649.99,,38,66,3,4649.99,,38,66,0,4649.99,,38,66,1,4649.99,40.2,
16:06:34 03/24/25,38,38,38,38,38,38,,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,1,4649.99,,38,66,3,4649.99,40.2,
16:06:44 03/24/25,37,37,37,37,37,37,,,37,66,1,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,2,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,40.2,
16:06:54 03/24/25,38,38,38,38,38,38,,,37,66,3,4649.99,,37,66,2,4649.99,,37,66,1,4649.99,,37,66,3,4649.99,,37,66,1,4649.99,,37,66,2,4649.99,40.2,
16:07:04 03/24/25,37,37,37,37,37,37,,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,2,4649.99,40.2,
16:07:14 03/24/25,37,37,37,37,37,37,,,37,66,5,4649.99,,37,66,1,4649.99,,37,66,1,4649.99,,37,66,3,4649.99,,37,66,0,4649.99,,37,66,2,4649.99,40.2,
16:07:24 03/24/25,37,37,37,37,37,37,,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,1,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,40.2,
16:07:34 03/24/25,37,37,37,37,37,37,,,37,66,3,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,40.2,
16:07:44 03/24/25,38,38,38,38,38,38,,,37,66,0,4649.99,,37,66,1,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,1,4649.99,40.2,
16:07:54 03/24/25,44,44,44,44,44,44,,,37,66,3,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,4,4649.99,,37,66,0,4649.99,,37,66,2,4649.99,40.2,
16:08:04 03/24/25,40,40,40,40,40,40,,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,1,4649.99,,37,66,0,4649.99,,37,66,3,4649.99,40.2,
16:08:14 03/24/25,38,38,38,38,38,38,,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,2,4649.99,,37,66,0,4649.99,,37,66,1,4649.99,40.2,
16:08:24 03/24/25,38,38,38,38,38,38,,,37,66,1,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,0,4649.99,,37,66,2,4649.99,40.3,
16:08:34 03/24/25,38,38,38,38,38,38,,,37,66,1,4649.99,,37,66,1,4649.99,,37,66,1,4649.99,,37,66,4,4649.99,,37,66,1,4649.99,,37,66,3,4649.99,40.2,
16:08:44 03/24/25,45,45,45,45,45,45,,,37,66,37,4649.99,,37,66,46,4649.99,,37,66,36,4649.99,,37,66,46,4649.99,,37,66,40,4649.99,,37,66,42,4649.99,42.9,
