CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,12:55:57 - March 24 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
13:17:37 03/24/25,46,46,46,46,46,46,,,45,82,2,4649.97,,45,82,3,4649.97,,45,82,1,4649.97,,45,82,4,4649.97,,45,82,2,4649.97,,45,82,4,4649.97,40.4,
13:17:47 03/24/25,46,45,45,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
13:17:57 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:18:07 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,40.2,
13:18:17 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:18:27 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:18:37 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:18:47 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,40.3,
13:18:57 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.3,
13:19:07 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.3,
13:19:17 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:19:27 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
13:19:37 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,4,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,40.3,
13:19:47 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,3,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,40.2,
13:19:57 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,40.2,
13:20:07 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,40.1,
13:20:17 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.3,
13:20:27 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,40.2,
13:20:37 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
13:20:47 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:20:57 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,40.4,
13:21:07 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,40.2,
13:21:17 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,40.3,
13:21:27 03/24/25,46,46,46,46,46,46,,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,3,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,5,4649.97,40.2,
13:21:37 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:21:47 03/24/25,48,48,48,48,48,48,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.3,
13:21:57 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.3,
13:22:07 03/24/25,46,46,46,46,46,46,,,45,82,2,4649.97,,45,82,2,4649.97,,45,82,2,4649.97,,45,82,3,4649.97,,45,82,2,4649.97,,45,82,3,4649.97,40.2,
13:22:17 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,40.2,
13:22:27 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
13:22:37 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,3,4649.97,40.3,
13:22:47 03/24/25,46,46,46,46,46,46,,,45,82,2,4649.97,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,4,4649.97,,45,82,1,4649.97,,45,82,4,4649.97,40.2,
13:22:57 03/24/25,45,45,45,45,45,45,,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,4,4649.97,,45,82,2,4649.97,,45,82,5,4649.97,40.2,
13:23:07 03/24/25,45,45,45,45,45,45,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,3,4649.97,40.3,
13:23:17 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:23:27 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:23:37 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:23:47 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.7,
13:23:57 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:24:07 03/24/25,45,45,45,45,45,45,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:24:17 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,3,4649.97,,45,82,0,4649.97,,45,82,4,4649.97,40.5,
13:24:27 03/24/25,45,45,45,45,45,45,,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,40.2,
13:24:37 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.8,
13:24:47 03/24/25,45,45,45,45,45,45,,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,5,4649.97,,45,82,2,4649.97,,45,82,4,4649.97,40.2,
13:24:57 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.7,
13:25:07 03/24/25,45,45,45,45,45,45,,,45,82,3,4649.97,,45,82,2,4649.97,,45,82,2,4649.97,,45,82,4,4649.97,,45,82,1,4649.97,,45,82,4,4649.97,40.2,
13:25:17 03/24/25,45,45,45,45,45,45,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.6,
13:25:27 03/24/25,45,45,45,45,45,45,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:25:37 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,4,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,41.1,
13:25:47 03/24/25,45,45,45,45,45,45,,,45,82,3,4649.97,,45,82,4,4649.97,,45,82,2,4649.97,,45,82,9,4649.97,,45,82,2,4649.97,,45,82,5,4649.97,40.2,
13:25:57 03/24/25,45,45,45,45,45,45,,,45,82,2,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,3,4649.97,,45,82,0,4649.97,,45,82,4,4649.97,40.5,
13:26:07 03/24/25,49,49,49,49,49,49,,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.3,
13:26:17 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,3,4649.97,40.5,
13:26:27 03/24/25,45,45,45,45,45,45,,,45,82,3,4649.97,,45,82,3,4649.97,,45,82,2,4649.97,,45,82,4,4649.97,,45,82,2,4649.97,,45,82,5,4649.97,40.2,
13:26:37 03/24/25,46,46,46,46,46,46,,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,3,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,41.0,
13:26:47 03/24/25,45,45,45,45,45,45,,,45,82,2,4649.97,,45,82,2,4649.97,,45,82,3,4649.97,,45,82,6,4649.97,,45,82,1,4649.97,,45,82,5,4649.97,40.2,
13:26:57 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,3,4649.97,40.5,
